id,number,title,office_marker_info,official_url,description,county,location_info,latitude,longitude,created_at,updated_at
34,34,The Old Spanish Trail (1829-1850),<p>NEVADA STATE HISTORICAL MARKER No. 34</p>,http://nvshpo.org/historical-markers/34,"<p>Stretching for 130 miles across Clark County, this historic horse trail became Nevada’s first route of commerce in 1829 when trade was initiated between Santa Fe and Los Angeles.  The trail was later used by the wagons of the “49ers” and by Mormon pioneers.  Concrete posts marking the trail were erected in 1965.</p>",Clark," Colorado River Basin and Central Region, Clark County Located on State Route 160 on Mountain Springs Summit.",36.01762,-115.50472,2014-11-01 19:06:38 UTC,2014-11-06 15:11:57 UTC
35,35,Las Vegas Mormon Fort and Rancho,"<p>STATE HISTORICAL MARKER No. 35 REDEDICATED APRIL 4, 2008</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>NATIONAL SOCIETY DAUGHTERS OF THE AMERICAN REVOLUTION</p>",http://nvshpo.org/historical-markers/35,"<p>(NEVADA’S OLDEST BUILDING)</p><p>Las Vegas had its beginning at this location on June 14, 1855, when thirty Mormon missionaries arrived from Utah.  They built a 150-foot square adobe fort enclosing eight two-story houses.  They cultivated small gardens and fields, planted fruit and shade trees, and tried to convert the local Southern Paiutes.</p><p>After the Mormons departed in 1858, Octavius Decatur Gass developed Las Vegas Rancho, using the adobe structures as headquarters.  He farmed 800 acres, supplying produce to miners and travelers.</p><p>Helen J. Stewart, owner of the property from 1882 to 1903, expanded the ranch to 1,800 acres, which she sold to the San Pedro, Los Angeles & Salt Lake Railroad as the Las Vegas townsite. The Company auctioned the land on May 15, 1905, starting contemporary Las Vegas.</p><p>One of the Fort buildings remains as a monument to the 1855 pioneers.</p>",Clark," Colorado River Basin, Clark County Located at North Las Vegas Boulevard at Washington Street.",,,2014-11-01 19:06:38 UTC,2014-11-06 15:11:57 UTC
36,36,Moapa Valley,<p>STATE HISTORICAL MARKER No. 36</p><p>Division of historic preservation and archeology</p><p>Southern Nevada historical society</p>,http://nvshpo.org/historical-markers/36,"<p>Rich in prehistoric culture, and noted by the explorer Jedediah Smith in 1826, Moapa Valley is crossed by the Old Spanish Trail</p><p>In 1865 Brigham Young sent 75 families to settle the area, to grow cotton for the people of Utah, and to connect Utah with the Pacific Ocean via the Colorado River</p><p>Located near the junction of the muddy and virgin rivers, and now under Lake Mead, the “Cotton Mission” was named St. Thomas for its leader, Thomas Smith.  A prosperous, self-contained agricultural industry was built up in the valley, which included orchards, vineyards, cotton, grains, and vegetables</p><p>The December 1870, survey placed the valley in Nevada which meant property owners owed back taxes to Nevada.  The settlers, now including those in St. Joseph, (old) Overton, West Point, and Logandale, began leaving two months later.  They abandoned the results of 7 years of labor, more than 18 miles of irrigation canal and several hundred acres of cleared land</p><p>Other Mormons resettled the land in 1880.  The area remains one of the most agriculturally productive in the state.</p>",Clark," Colorado River Basin, Clark County Located on State Route 169 two miles north of Logandale, Nevada.",36.37997,-114.29535,2014-11-01 19:06:38 UTC,2014-11-06 15:11:57 UTC
37,37,Powell of the Colorado,"<p>STATE HISTORICAL MARKER No. 37</p>
<p>state historic preservation office</p><p>National park system</p><p>Nevada State Museum, Las Vegas</p>",http://nvshpo.org/historical-markers/37,"<p>On August 30, 1869, Major John Wesley Powell landed at the mouth of the Virgin River, about twelve miles south of here, thus ending the first expedition through the Grand Canyon of the Colorado River</p><p>The expedition left Green River City, Wyoming Territory, on May 24, 1869.  For three months Powell and his men endured danger and hunger to explore, survey, and study the geology of the canyons along the Green and Colorado Rivers</p><p>Exhausted and near starvation, the Powell party was fed by the Mormons of St. Thomas, a small farm settlement about eleven miles north of here</p><p>The original sites of St. Thomas and the junction of the Virgin and Colorado Rivers are now beneath the waters of Lake Mead</p><p>This, and later Powell surveys, stimulated interest in the water conservation problems of the Southwest.</p>",Clark," Colorado River Basin, Clark County Located at Echo Bay at the end of the road.",36.18454,-114.25227,2014-11-01 19:06:38 UTC,2014-11-06 15:11:57 UTC
38,38,Pahranagat Valley,<p>STATE HISTORICAL MARKER No. 38</p><p>STATE HISTORIC PRESERVATION OFFICE</p>,http://nvshpo.org/historical-markers/38,"<p>“The rolling stones of Pahranagat,” a hoax article on magnetic currents written in 1862 by Dan De Quille of the Territorial Enterprise made this valley world famous.  Three local springs fill its lakes and irrigate its fields.</p><p>The Crystal Spring area, used as a watering spot and campsite, was a principal stopover on the Mormon trail alternate route.  In the late 1850s, this area was a haven for outlaws who pastured hundreds of head of stolen cattle in its meadows.  Although named as the provisional county seat in 1866, no significant town was built here.</p><p>Ore was discovered in 1865 on Mount Irish, and Logan City sprang briefly into existence.  A stamp mil was established at Hiko in 1866 to crush the ore, and it became the center of activity for the valley when it became the county seat in 1867.  It was the largest community in Lincoln County until local mining declined and Pioche claimed the county seat in 1871.</p><p>Alamo, established in 1900 is the valley’s largest present-day settlement.  The area now includes several ranches and the Pahranagat Valley National Wildlife Refuge.</p><p>LINCOLN COUNTY AREA DEVELOPMENT COMMITTEE</p>",Lincoln," Colorado River Basin, Lincoln County Located on U.S. Highway 93 at Alamo Junction.",37.21733,-115.09542,2014-11-01 19:06:38 UTC,2014-11-06 15:11:57 UTC
39,39,Panaca,<p>STATE HISTORICAL MARKER No. 39</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>LINCOLN COUNTY AREA DEVELOPMENT COMITTEE</p>,http://nvshpo.org/historical-markers/39,"<p>Southern Nevada’s first permanent settlement was settled as a Mormon colony by Francis C. Lee and others in 1864.  Poor in resources, but rich in people, Panaca has changed little through the years.  Although mining at nearby Bullionville and Pioche has had its effect, Panaca remains an agricultural community</p><p>The post office was established in 1867, moved to Bullionville in 1874, and returned in 1879. During the 1870s coke ovens produced charcoal here for the smelters at Bullionville</p><p>Originally located in Washington County, Utah, Panaca became part of Nevada by an act of Congress, dated May 5, 1866.  As the boundary was not then surveyed, a dispute arose over taxes levied by Lincoln County, Nevada.  The matter settled in favor of the Panaca citizenry on December 4, 1871, after a long period of bitter litigation.</p>",Lincoln," Colorado River Basin, Lincoln County Located on State Route 319 at Panaca Firehouse.",0.0,0.0,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
40,40,Las Vegas (The Meadows),<p>STATE HISTORICAL MARKER No. 40</p><p>state historic preservation office</p><p>Southern Nevada Historical Society</p>,http://nvshpo.org/historical-markers/40,"<p>The famous Las Vegas Springs rose from the desert floor here, sending two streams of water across the valley to nurture the native grasses, and create lush meadows in the valley near Sunrise Mountain. The natural oasis of meadow and mesquite forest was the winter homeland of Southern Paiutes, who spent the summers in the Charleston Mountains. An unknown Spanish-speaking sojourner, named this place “Las Vegas” meaning “The Meadows,” marking it on a map of the Southwestern Desert.</p><p>Antonio Armijo stopped at the Springs in 1829-30, traveling a route, which became known as the Old Spanish Trail. After 1830, the route rested beside the Springs. On one of his western exploration trips, John C. Frémont camped here on May 3, 1844.</p><p>Because of artesian water here, Mormons established the Las Vegas Mission and Fort in 1855; the Valley became a huge cattle ranch from 1866 to 1904; and the San Pedro, Los Angeles, and Salt Lake Railroad Company acquired water right and land, with which it created the City of Las Vegas in 1905.</p>",Clark,"Colorado River Basin, Clark CountyLocated on West Charleston Avenue and Valley View Road in Las Vegas, Nevada.",,,2014-11-01 19:06:38 UTC,2014-11-06 15:11:57 UTC
41,41,Pueblo Grande de Nevada,<p>STATE HISTORICAL MARKER No. 41</p><p>MOAPA VALLEY CHAMBER OF COMMERCE</p>,http://nvshpo.org/historical-markers/41,"<p>Native Americans living throughout Moapa Valley between 1700 and 900 years ago left several hundred ancient pithouses, campsites, rockshelters, salt mines and caves. These so- called “Anasazi” people make up what is commonly known as “Lost City.”  The Native Americans cultivated corn, beans, and squash in fields irrigated by river water.  They also gathered wild seeds and fruits and hunted widely for deer, antelope, desert bighorn sheep, small mammals, and birds.  They wove fine cotton cloth, fired beautifully painted and textured pottery and mined and traded salt and turquoise for seashells with coastal tribes.  Early dwellings were circular pithouses below ground.  Later above-ground dwellings were single story adobes having up to 100 rooms</p><p>Lake Mead, created by Hoover Dam, flooded the most intensively developed portion of Lost City.</p><p>state historic preservation office</p>",Clark," Colorado River Basin, Clark County Located on State Route 169 two miles south of Overton, Nevada.",36.3108,-114.25581,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
42,42,Big Smoky Valley,<p>STATE HISTORICAL MARKER No. 42</p><p>STATE HISTORIC PRESERVATION OFFICE</p>,http://nvshpo.org/historical-markers/42,"<p>Named for its hazy distances, this valley has witnessed a parade of famous men and stirring events. The valley and its bordering Toiyabe and Toquima ranges are Shoshone territory</p><p>Jedediah Smith, intrepid trapper and trail-blazer, was the first European American in the area, crossing the valley’s southern end from the west in 1827.  In 1845, John C. Frémont passed through the valley, accompanied by such figures of the American West as Kit Carson and Basil LaJeunesse</p><p>In 1859, Captain James Simpson located the “central route” across the valley’s northern end.  Thus began the historic decade 1859-1869, which saw Chorpenning’s Jackass Mail, the Pony Express, the Overland Telegraph, and the Concord Coaches of the Overland Mail and Stage Co. crossing the valley</p><p>Silver strikes at Austin (1862-1863) initiated the valley’s first mining boom. Numerous bustling mining camps sprang up, including Bunker Hill, Kingston, Geneva, Santa Fe, Ophir Canyon, and Jefferson</p><p>Following the 1900 Tonopah silver strike, mining surged again. Two new towns, Manhattan and Round Mountain, started with a brief revival of many earlier camps.</p>",Nye," Central Region, Nye County. Located on State Route 376 at Carver's Rest Area.",36.54356,-116.45348,2014-11-01 19:06:38 UTC,2014-11-06 15:11:57 UTC
43,43,Derby Diversion Dam,"<p>STATE HISTORICAL MARKER No. 43</p><p>STATE HISTORIC PRESERVATION OFFICE</p>
<p>ERECTED IN COOPERATION WITH U.S. BUREAU OF RECLAMATION & TRUCKEE-CARSON IRRIGATION DISTRICT</p>",http://nvshpo.org/historical-markers/43,"<p>Derby Dam, constructed under Specification Number 1 and Drawing Number 1 of the U.S. Reclamation Service, now the U.S. Bureau of Reclamation, diverts the flow of the Truckee River for irrigation use.  It was the forerunner of such mighty structures as Hoover, Grand Coulee, Shasta, and Glen Canyon Dams.</p><p>Derby Dam was authorized by Secretary of the Interior E.A. Hitchcock on March 14, 1903.  It was part of the Newlands Project, named in honor of Nevada Senator Francis G. Newlands who worked for passage of the Reclamation Act in 1902. Derby takes its name from a nearby Southern Pacific Railroad station of the day.</p><p>Charles A. Warren & Co. of San Francisco, the contractor, started work on the dam on October 2, 1903, and finished May 20, 1905.  Operational water diversions began in 1906.</p>",Washoe,"Truckee River Basin, Washoe County, lower Truckee River in the lower Truckee Canyon. Located approximately 20 miles downstream (east) from Sparks, Nevada, and 11 miles upstream (west) from Wadsworth, Nevada (""Big Bend"").",39.58905555555556,-119.44625,2014-11-01 19:06:38 UTC,2014-11-06 15:11:57 UTC
